class,v2_path,orig_path,phash_distance,v2_sha256,orig_sha256
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_23.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_72.png,10,ea207ce91169e4d94afdda0451c64fa54dff02512df4021f4480ffb14a15f616,01d25aea93e05c171c75ad70463bcaf6ea0b4c0a40523aa581b08e0a29d34288
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_25.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_27.png,10,88699fec30afe50d7124cd106c40305e3f4d2ec9ed032e4259867e46f8258e46,f2df62f8c5ec19483d982042eec39f1639a0ec3eb3cb441feb09edd1f5e7db5f
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_25.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_43.png,8,88699fec30afe50d7124cd106c40305e3f4d2ec9ed032e4259867e46f8258e46,7da2c76001ee261169caed1e1d9db92e2e2485e5969dfda1f593154ff266a8a0
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_27.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_19.png,10,f2df62f8c5ec19483d982042eec39f1639a0ec3eb3cb441feb09edd1f5e7db5f,caf90ae74830e549837aa8d7cea64b7f61ff5f752e6b865ef8b2eeebd18eb0bf
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_27.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_25.png,10,f2df62f8c5ec19483d982042eec39f1639a0ec3eb3cb441feb09edd1f5e7db5f,88699fec30afe50d7124cd106c40305e3f4d2ec9ed032e4259867e46f8258e46
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_27.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_43.png,8,f2df62f8c5ec19483d982042eec39f1639a0ec3eb3cb441feb09edd1f5e7db5f,7da2c76001ee261169caed1e1d9db92e2e2485e5969dfda1f593154ff266a8a0
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_3.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_51.png,8,32b8a5fa3cfc608b018b9cdce02626dbcfe6594d165e6dd769eb7cafcf873c8b,fa8375dc2d018ad1043e08492b97bc367489493fe6dc3cbcb524057e9074bfcb
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_3.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_52.png,8,32b8a5fa3cfc608b018b9cdce02626dbcfe6594d165e6dd769eb7cafcf873c8b,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_3.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_54.png,2,32b8a5fa3cfc608b018b9cdce02626dbcfe6594d165e6dd769eb7cafcf873c8b,5fd1511af1585cbdac11d1e57712222f8d0eddb3e7f8106c6d3f84ff97cb095a
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_3.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_63.png,8,32b8a5fa3cfc608b018b9cdce02626dbcfe6594d165e6dd769eb7cafcf873c8b,802d04e709b31efb34a23cf4037471d692594d0cd36afdf010ea2dcda77dff9b
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_3.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_67.png,8,32b8a5fa3cfc608b018b9cdce02626dbcfe6594d165e6dd769eb7cafcf873c8b,f39f43857afb44697849c719e0fc7748663dda602499c0b4fb694bcff5f89df8
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_30.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_19.png,10,692e6d05f11c6e9c9c612ea3de60e3160c336ecbc5d01867264980fc3a345435,caf90ae74830e549837aa8d7cea64b7f61ff5f752e6b865ef8b2eeebd18eb0bf
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_31.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_20.png,10,41cd2f8e43f6d2c061457f883f65c0e1c75107b28948201ee778d9dc84b02113,ed2d878b9cc33848b786ddf89769d3ed11b5b674021088db45fb402af841fc86
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_36.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_21.png,6,3991e0c9987322c38cae3f93ecf48033571b4a767798f086b23b4721a1fe3c7b,f9f21812e339dc693c67de801ade2d4b594dd05a59ab8ec2d73fae818f3ef9bd
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_36.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_40.png,10,3991e0c9987322c38cae3f93ecf48033571b4a767798f086b23b4721a1fe3c7b,ad21ffd39fad0e2ca3af8e8e70d1f069291474dadcbfb3b562972378235deae7
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_37.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_39.png,8,689958d9d17f850850c94bad9697ff772ac3cd00aee05af7e2f8eb849c9ae36c,9bd39608be103a189bf8d3c9a9aaa6d88fcb7be7005e71bb6b6c86b7d9771624
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_39.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_37.png,8,9bd39608be103a189bf8d3c9a9aaa6d88fcb7be7005e71bb6b6c86b7d9771624,689958d9d17f850850c94bad9697ff772ac3cd00aee05af7e2f8eb849c9ae36c
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_4.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_74.png,10,6409c6d3a4f661112cc4ae257f948af2596848fcc604a0d2d11870dceff37dbb,bbf1926843a67aad7cb2e4c5123e3a61ca897a26a2e7c19146ad4e7e07cf3823
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_4.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_75.png,8,6409c6d3a4f661112cc4ae257f948af2596848fcc604a0d2d11870dceff37dbb,c4738193a04a927e3ebea171d53d5f429bfa03ae085802c5a529201ddaaf91e5
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_40.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_36.png,10,ad21ffd39fad0e2ca3af8e8e70d1f069291474dadcbfb3b562972378235deae7,3991e0c9987322c38cae3f93ecf48033571b4a767798f086b23b4721a1fe3c7b
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_42.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_19.png,10,8fea2f18b4af3c21868b486bfd85140c92eaf4cabd26838d46f77921ff62a6e6,caf90ae74830e549837aa8d7cea64b7f61ff5f752e6b865ef8b2eeebd18eb0bf
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_43.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_25.png,8,7da2c76001ee261169caed1e1d9db92e2e2485e5969dfda1f593154ff266a8a0,88699fec30afe50d7124cd106c40305e3f4d2ec9ed032e4259867e46f8258e46
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_43.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_27.png,8,7da2c76001ee261169caed1e1d9db92e2e2485e5969dfda1f593154ff266a8a0,f2df62f8c5ec19483d982042eec39f1639a0ec3eb3cb441feb09edd1f5e7db5f
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_43.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_9.png,10,7da2c76001ee261169caed1e1d9db92e2e2485e5969dfda1f593154ff266a8a0,7517fe4358c09fb84bfff834820704580db5cc2e218848b1959ff7db61b8618e
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_44.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_47.png,10,2f8e02d5670b2b5f1f7ee60f8d5f9ea57a1178489a7c7fec664108e0b25a4c70,25f687f5912679f041a3cd47a1e81efb486b6949155869b5094b888b59cf02e9
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_47.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_44.png,10,25f687f5912679f041a3cd47a1e81efb486b6949155869b5094b888b59cf02e9,2f8e02d5670b2b5f1f7ee60f8d5f9ea57a1178489a7c7fec664108e0b25a4c70
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_5.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_13.png,8,4a3b1e6d0294fbd8b8c5f62e0aaf737fe5228b0ed506694ba443ea6309b215a2,d43da8a346c8275b78ce0f927f471940d8910680a976137e787c1a33f6bb9e6f
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_51.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_3.png,8,fa8375dc2d018ad1043e08492b97bc367489493fe6dc3cbcb524057e9074bfcb,32b8a5fa3cfc608b018b9cdce02626dbcfe6594d165e6dd769eb7cafcf873c8b
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_51.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_52.png,8,fa8375dc2d018ad1043e08492b97bc367489493fe6dc3cbcb524057e9074bfcb,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_51.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_54.png,8,fa8375dc2d018ad1043e08492b97bc367489493fe6dc3cbcb524057e9074bfcb,5fd1511af1585cbdac11d1e57712222f8d0eddb3e7f8106c6d3f84ff97cb095a
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_51.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_63.png,8,fa8375dc2d018ad1043e08492b97bc367489493fe6dc3cbcb524057e9074bfcb,802d04e709b31efb34a23cf4037471d692594d0cd36afdf010ea2dcda77dff9b
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_51.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_65.png,10,fa8375dc2d018ad1043e08492b97bc367489493fe6dc3cbcb524057e9074bfcb,d74c6f1079087c342fa679f17ebadc1453cd88e13dbe2d8dba2d7204825c113c
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_51.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_67.png,10,fa8375dc2d018ad1043e08492b97bc367489493fe6dc3cbcb524057e9074bfcb,f39f43857afb44697849c719e0fc7748663dda602499c0b4fb694bcff5f89df8
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_52.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_3.png,8,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab,32b8a5fa3cfc608b018b9cdce02626dbcfe6594d165e6dd769eb7cafcf873c8b
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_52.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_51.png,8,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab,fa8375dc2d018ad1043e08492b97bc367489493fe6dc3cbcb524057e9074bfcb
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_52.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_54.png,8,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab,5fd1511af1585cbdac11d1e57712222f8d0eddb3e7f8106c6d3f84ff97cb095a
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_52.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_56.png,10,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab,662e3d698802b7018a70e5945e22454ef5e8e7e74d862ee8192e1f144d31eeb7
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_52.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_57.png,10,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab,39c0d142c2478a57b364248164314d6dd361be9f8ca3d9a231049707d0adc62b
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_52.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_67.png,8,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab,f39f43857afb44697849c719e0fc7748663dda602499c0b4fb694bcff5f89df8
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_52.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_68.png,10,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab,5befe3e07e95b403fc7c9bbd912c4774d0974d6e0f2010338b3953016507b87e
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_54.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_3.png,2,5fd1511af1585cbdac11d1e57712222f8d0eddb3e7f8106c6d3f84ff97cb095a,32b8a5fa3cfc608b018b9cdce02626dbcfe6594d165e6dd769eb7cafcf873c8b
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_54.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_51.png,8,5fd1511af1585cbdac11d1e57712222f8d0eddb3e7f8106c6d3f84ff97cb095a,fa8375dc2d018ad1043e08492b97bc367489493fe6dc3cbcb524057e9074bfcb
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_54.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_52.png,8,5fd1511af1585cbdac11d1e57712222f8d0eddb3e7f8106c6d3f84ff97cb095a,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_54.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_63.png,10,5fd1511af1585cbdac11d1e57712222f8d0eddb3e7f8106c6d3f84ff97cb095a,802d04e709b31efb34a23cf4037471d692594d0cd36afdf010ea2dcda77dff9b
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_54.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_67.png,10,5fd1511af1585cbdac11d1e57712222f8d0eddb3e7f8106c6d3f84ff97cb095a,f39f43857afb44697849c719e0fc7748663dda602499c0b4fb694bcff5f89df8
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_56.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_52.png,10,662e3d698802b7018a70e5945e22454ef5e8e7e74d862ee8192e1f144d31eeb7,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_56.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_57.png,10,662e3d698802b7018a70e5945e22454ef5e8e7e74d862ee8192e1f144d31eeb7,39c0d142c2478a57b364248164314d6dd361be9f8ca3d9a231049707d0adc62b
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_56.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_62.png,8,662e3d698802b7018a70e5945e22454ef5e8e7e74d862ee8192e1f144d31eeb7,4566ce2c549116b7b3bdfa7e478be422f1dbe751c2b0a82f06f133d1d236060f
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_56.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_65.png,10,662e3d698802b7018a70e5945e22454ef5e8e7e74d862ee8192e1f144d31eeb7,d74c6f1079087c342fa679f17ebadc1453cd88e13dbe2d8dba2d7204825c113c
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_56.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_68.png,8,662e3d698802b7018a70e5945e22454ef5e8e7e74d862ee8192e1f144d31eeb7,5befe3e07e95b403fc7c9bbd912c4774d0974d6e0f2010338b3953016507b87e
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_57.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_52.png,10,39c0d142c2478a57b364248164314d6dd361be9f8ca3d9a231049707d0adc62b,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_57.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_56.png,10,39c0d142c2478a57b364248164314d6dd361be9f8ca3d9a231049707d0adc62b,662e3d698802b7018a70e5945e22454ef5e8e7e74d862ee8192e1f144d31eeb7
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_57.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_68.png,8,39c0d142c2478a57b364248164314d6dd361be9f8ca3d9a231049707d0adc62b,5befe3e07e95b403fc7c9bbd912c4774d0974d6e0f2010338b3953016507b87e
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_58.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_74.png,6,a61f1b8a9a4b1269cd4e8fe98027f65a04ba6e3e7058db2a38330e5233a07ece,bbf1926843a67aad7cb2e4c5123e3a61ca897a26a2e7c19146ad4e7e07cf3823
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_58.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_75.png,8,a61f1b8a9a4b1269cd4e8fe98027f65a04ba6e3e7058db2a38330e5233a07ece,c4738193a04a927e3ebea171d53d5f429bfa03ae085802c5a529201ddaaf91e5
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_62.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_56.png,8,4566ce2c549116b7b3bdfa7e478be422f1dbe751c2b0a82f06f133d1d236060f,662e3d698802b7018a70e5945e22454ef5e8e7e74d862ee8192e1f144d31eeb7
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_63.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_3.png,8,802d04e709b31efb34a23cf4037471d692594d0cd36afdf010ea2dcda77dff9b,32b8a5fa3cfc608b018b9cdce02626dbcfe6594d165e6dd769eb7cafcf873c8b
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_63.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_51.png,8,802d04e709b31efb34a23cf4037471d692594d0cd36afdf010ea2dcda77dff9b,fa8375dc2d018ad1043e08492b97bc367489493fe6dc3cbcb524057e9074bfcb
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_63.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_54.png,10,802d04e709b31efb34a23cf4037471d692594d0cd36afdf010ea2dcda77dff9b,5fd1511af1585cbdac11d1e57712222f8d0eddb3e7f8106c6d3f84ff97cb095a
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_63.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_67.png,10,802d04e709b31efb34a23cf4037471d692594d0cd36afdf010ea2dcda77dff9b,f39f43857afb44697849c719e0fc7748663dda602499c0b4fb694bcff5f89df8
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_65.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_51.png,10,d74c6f1079087c342fa679f17ebadc1453cd88e13dbe2d8dba2d7204825c113c,fa8375dc2d018ad1043e08492b97bc367489493fe6dc3cbcb524057e9074bfcb
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_65.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_56.png,10,d74c6f1079087c342fa679f17ebadc1453cd88e13dbe2d8dba2d7204825c113c,662e3d698802b7018a70e5945e22454ef5e8e7e74d862ee8192e1f144d31eeb7
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_67.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_3.png,8,f39f43857afb44697849c719e0fc7748663dda602499c0b4fb694bcff5f89df8,32b8a5fa3cfc608b018b9cdce02626dbcfe6594d165e6dd769eb7cafcf873c8b
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_67.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_51.png,10,f39f43857afb44697849c719e0fc7748663dda602499c0b4fb694bcff5f89df8,fa8375dc2d018ad1043e08492b97bc367489493fe6dc3cbcb524057e9074bfcb
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_67.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_52.png,8,f39f43857afb44697849c719e0fc7748663dda602499c0b4fb694bcff5f89df8,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_67.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_54.png,10,f39f43857afb44697849c719e0fc7748663dda602499c0b4fb694bcff5f89df8,5fd1511af1585cbdac11d1e57712222f8d0eddb3e7f8106c6d3f84ff97cb095a
a,/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_67.png,/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_63.png,10,f39f43857afb44697849c719e0fc7748663dda602499c0b4fb694bcff5f89df8,802d04e709b31efb34a23cf4037471d692594d0cd36afdf010ea2dcda77dff9b
