image_path,source_dataset,class_name,split,sha256,image_width,image_height,image_mode,file_name,file_extension
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_69.png,Tulu-Dtatset-V2,a,train,7b580bcc280e9c756ca2a04bb18ae83c1e11ee86ab520addf70e782b995157e9,361.0,346.0,RGBA,a_69.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_19.png,Tulu-Dtatset-V2,a,train,caf90ae74830e549837aa8d7cea64b7f61ff5f752e6b865ef8b2eeebd18eb0bf,365.0,350.0,RGBA,a_19.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_59.png,Tulu-Dtatset-V2,a,train,574b738c8ab03a866367336db2c1abf3ee2eee7fa303fc6b56dde816d733d3a1,361.0,346.0,RGBA,a_59.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_79.png,Tulu-Dtatset-V2,a,train,2f378b289fe5f13eb32f79aa74f77e18fc6b0789f37592f1a0ffa2a7b361a9a7,359.0,343.0,RGBA,a_79.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_58.png,Tulu-Dtatset-V2,a,train,a61f1b8a9a4b1269cd4e8fe98027f65a04ba6e3e7058db2a38330e5233a07ece,361.0,346.0,RGBA,a_58.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_93.png,Tulu-Dtatset-V2,a,train,a6199e271f0ffb4c448d8866f2a886488f54e43963542b8ed5a8338fdf8757bd,369.0,357.0,RGBA,a_93.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_56.png,Tulu-Dtatset-V2,a,train,662e3d698802b7018a70e5945e22454ef5e8e7e74d862ee8192e1f144d31eeb7,361.0,346.0,RGBA,a_56.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_49.png,Tulu-Dtatset-V2,a,train,59fe385d963ab244045dcafd6ec8df52a52c990d0b274634176681a250795e1a,351.0,355.0,RGBA,a_49.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_70.png,Tulu-Dtatset-V2,a,train,7d9bf840b40325f8013b46060cff0e7c09f30295a105733bc06cdee7166902f5,361.0,346.0,RGBA,a_70.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_39.png,Tulu-Dtatset-V2,a,train,9bd39608be103a189bf8d3c9a9aaa6d88fcb7be7005e71bb6b6c86b7d9771624,365.0,350.0,RGBA,a_39.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_61.png,Tulu-Dtatset-V2,a,train,a10fd8cee7a5c5e2c07a804189c978854e3338b7ccb72bfafc401f884715f1fa,361.0,346.0,RGBA,a_61.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_77.png,Tulu-Dtatset-V2,a,train,1e2783167ef0c87a631e08e63a4fd334f63b8156dc257e5f77b98d4128879de2,359.0,343.0,RGBA,a_77.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_52.png,Tulu-Dtatset-V2,a,train,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab,361.0,346.0,RGBA,a_52.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_40.png,Tulu-Dtatset-V2,a,train,ad21ffd39fad0e2ca3af8e8e70d1f069291474dadcbfb3b562972378235deae7,365.0,350.0,RGBA,a_40.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/tulu-dataset/a/a_0.png,tulu-dataset,a,train,2d2be02656edafc9b479091997d9c49807e33343ed905e62e065667536e7b160,351.0,355.0,RGBA,a_0.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_72.png,Tulu-Dtatset-V2,a,train,01d25aea93e05c171c75ad70463bcaf6ea0b4c0a40523aa581b08e0a29d34288,359.0,343.0,RGBA,a_72.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_95.png,Tulu-Dtatset-V2,a,train,b7faa7947db6ce593b50ce95fb49ec2a4bb3fbca0b620d40d144f3ba6f7fed46,369.0,357.0,RGBA,a_95.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_17.png,Tulu-Dtatset-V2,a,train,8c91f0c9096f0c8bcaef9b794789cc49f861416c3337f1fb94cd15e1420a3b48,365.0,350.0,RGBA,a_17.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_45.png,Tulu-Dtatset-V2,a,train,2c0b21b96dc5918c6ec27926daebf2730e41a78a82a92fc3e2c0d067bf525847,351.0,355.0,RGBA,a_45.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_80.png,Tulu-Dtatset-V2,a,train,dd6d575214de42397231eae6c817bf1feb37d737467aad15ec9c002e07512e63,359.0,343.0,RGBA,a_80.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_84.png,Tulu-Dtatset-V2,a,train,31a834d9827c0a270d6fe5dff0f8d2bdf1a8bd1d4d626539b015823b2f006eee,359.0,343.0,RGBA,a_84.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_54.png,Tulu-Dtatset-V2,a,train,5fd1511af1585cbdac11d1e57712222f8d0eddb3e7f8106c6d3f84ff97cb095a,361.0,346.0,RGBA,a_54.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_51.png,Tulu-Dtatset-V2,a,train,fa8375dc2d018ad1043e08492b97bc367489493fe6dc3cbcb524057e9074bfcb,361.0,346.0,RGBA,a_51.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_5.png,Tulu-Dtatset-V2,a,train,4a3b1e6d0294fbd8b8c5f62e0aaf737fe5228b0ed506694ba443ea6309b215a2,356.0,346.0,RGBA,a_5.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_99.png,Tulu-Dtatset-V2,a,train,53a59a7e4a5af5de2e7ab9bfe8f1bc96af2454b83f835bdefa3b291d8bc39c3b,369.0,357.0,RGBA,a_99.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_57.png,Tulu-Dtatset-V2,a,train,39c0d142c2478a57b364248164314d6dd361be9f8ca3d9a231049707d0adc62b,361.0,346.0,RGBA,a_57.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_87.png,Tulu-Dtatset-V2,a,train,2d74e9db640fa9d083c55c43dd00636983603eb7947a00e1cbaa1b336ee45da5,369.0,357.0,RGBA,a_87.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_20.png,Tulu-Dtatset-V2,a,train,ed2d878b9cc33848b786ddf89769d3ed11b5b674021088db45fb402af841fc86,365.0,350.0,RGBA,a_20.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_44.png,Tulu-Dtatset-V2,a,train,2f8e02d5670b2b5f1f7ee60f8d5f9ea57a1178489a7c7fec664108e0b25a4c70,351.0,355.0,RGBA,a_44.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_32.png,Tulu-Dtatset-V2,a,train,b3cd3466d679d7c871d69aea4e76c03156aa9099bcdb0e00122ab950b59599fe,365.0,350.0,RGBA,a_32.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_47.png,Tulu-Dtatset-V2,a,train,25f687f5912679f041a3cd47a1e81efb486b6949155869b5094b888b59cf02e9,351.0,355.0,RGBA,a_47.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_48.png,Tulu-Dtatset-V2,a,train,6d2dd60d9b7e7f796ac65af4f14eea9ee59095932ef58c1f66fd1518d2a1b751,351.0,355.0,RGBA,a_48.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_27.png,Tulu-Dtatset-V2,a,train,f2df62f8c5ec19483d982042eec39f1639a0ec3eb3cb441feb09edd1f5e7db5f,365.0,350.0,RGBA,a_27.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_82.png,Tulu-Dtatset-V2,a,train,52d9966b09c86b61826613c349a23ff9fa7b1e0086b9d32d4ddc389f660b742b,359.0,343.0,RGBA,a_82.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_75.png,Tulu-Dtatset-V2,a,train,c4738193a04a927e3ebea171d53d5f429bfa03ae085802c5a529201ddaaf91e5,359.0,343.0,RGBA,a_75.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_62.png,Tulu-Dtatset-V2,a,train,4566ce2c549116b7b3bdfa7e478be422f1dbe751c2b0a82f06f133d1d236060f,361.0,346.0,RGBA,a_62.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_16.png,Tulu-Dtatset-V2,a,train,fcf1fccb3759618449abbc5af9debc90e52b2b304049c25c1c50ce0c5d6032bc,365.0,350.0,RGBA,a_16.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_42.png,Tulu-Dtatset-V2,a,train,8fea2f18b4af3c21868b486bfd85140c92eaf4cabd26838d46f77921ff62a6e6,365.0,350.0,RGBA,a_42.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_83.png,Tulu-Dtatset-V2,a,train,6f27ed82e40a1deb7ddcc2618c50d6cf18fdf1faa2cf274dcb0c187c63e7ac87,359.0,343.0,RGBA,a_83.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_53.png,Tulu-Dtatset-V2,a,train,4d816d4f417b77c27ddef1599c3783ec6979bd93822c534f26d5283562e39f99,361.0,346.0,RGBA,a_53.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_100.png,Tulu-Dtatset-V2,a,train,163373963319f42a64890da463e90085cc10443feda92b17c1f772a5cde9df23,369.0,357.0,RGBA,a_100.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_24.png,Tulu-Dtatset-V2,a,train,c7ae58c8858efb026998050e38b6287a4e39912c327001b81d738834014c8ae2,365.0,350.0,RGBA,a_24.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_46.png,Tulu-Dtatset-V2,a,train,c6a0079d4531d6fdaded4e3d2efa31acfbdbc339e84d884bfa32f12e90a537b2,351.0,355.0,RGBA,a_46.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_71.png,Tulu-Dtatset-V2,a,train,a71b786ecae96df12e482117d59093a4356b798c7fea1f6c586b85d8250718ce,359.0,343.0,RGBA,a_71.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_31.png,Tulu-Dtatset-V2,a,train,41cd2f8e43f6d2c061457f883f65c0e1c75107b28948201ee778d9dc84b02113,365.0,350.0,RGBA,a_31.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_64.png,Tulu-Dtatset-V2,a,train,d6a75ab81e1c12f6b7291f266097eba54bd60e8cc8e7081e07cd3ab57d0dddbf,361.0,346.0,RGBA,a_64.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_33.png,Tulu-Dtatset-V2,a,train,123b649e224fbd51c88cad437f745e4e96bd32a5a7d6eba387c28ce3ba25001f,365.0,350.0,RGBA,a_33.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_14.png,Tulu-Dtatset-V2,a,train,6d6ac44d2ed8b20e20ced526724c98740f54dba187a8cb86c99f95e8d0c45d8c,356.0,349.0,RGBA,a_14.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_15.png,Tulu-Dtatset-V2,a,train,2f98add3afbbd6046be603b12e723bee474e4b3f5149c2eb14f9dd37b39a811f,350.0,346.0,RGBA,a_15.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_30.png,Tulu-Dtatset-V2,a,train,692e6d05f11c6e9c9c612ea3de60e3160c336ecbc5d01867264980fc3a345435,365.0,350.0,RGBA,a_30.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_55.png,Tulu-Dtatset-V2,a,train,cd4e65d03bd7e43135ee328bc3308e766321d5d74b49dfd2cdabf9b0b5f2c68f,361.0,346.0,RGBA,a_55.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_67.png,Tulu-Dtatset-V2,a,train,f39f43857afb44697849c719e0fc7748663dda602499c0b4fb694bcff5f89df8,361.0,346.0,RGBA,a_67.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_92.png,Tulu-Dtatset-V2,a,train,157cbba5b1bf8dbc11a0cc67eb28b78adc6d4caf8cc847e87027463b824e18db,369.0,357.0,RGBA,a_92.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_28.png,Tulu-Dtatset-V2,a,train,0029f495553a43950f65b62e21789cf4a9ddafac2852fe0730742a8b3e92146f,365.0,350.0,RGBA,a_28.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_78.png,Tulu-Dtatset-V2,a,train,7c7979429f5138ea205266dcefa42f5f5291998b99ccd0f25133e33af85ef595,359.0,343.0,RGBA,a_78.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_50.png,Tulu-Dtatset-V2,a,train,4e39c096629a5e38cd334e7af9a944693cda374a4a374d34ebb8d8298392d153,351.0,355.0,RGBA,a_50.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_88.png,Tulu-Dtatset-V2,a,train,adc4043e8909f236b595b895f59ded8c95eb0faac573c89feb5516b7c6ee0d6c,369.0,357.0,RGBA,a_88.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_3.png,Tulu-Dtatset-V2,a,train,32b8a5fa3cfc608b018b9cdce02626dbcfe6594d165e6dd769eb7cafcf873c8b,361.0,346.0,RGBA,a_3.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_1.png,Tulu-Dtatset-V2,a,train,c1e0a22c6d20986f42d3f0edc7f57f1ce44b012e169fa799fedde8bf168afb0f,365.0,350.0,RGBA,a_1.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_96.png,Tulu-Dtatset-V2,a,train,4bb65b5877dc827fe36531d58c3a88b7fcfc76d2b9ef3d714e25458f80f02bee,369.0,357.0,RGBA,a_96.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_63.png,Tulu-Dtatset-V2,a,train,802d04e709b31efb34a23cf4037471d692594d0cd36afdf010ea2dcda77dff9b,361.0,346.0,RGBA,a_63.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_94.png,Tulu-Dtatset-V2,a,train,3eece5fdbb5c595884ac5e6cd6ef8b3e0beba4002400d7b7ab5417730d723b14,369.0,357.0,RGBA,a_94.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_6.png,Tulu-Dtatset-V2,a,train,e686be03510730d9306950b94fdcc33a3fc43a0e211cd11916b3e2eadbef9a23,359.0,343.0,RGBA,a_6.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_90.png,Tulu-Dtatset-V2,a,train,2ec7cba641ef7dc53210cf360f4dddda1761230ac0b9c4d25096ae4e9bdcd607,369.0,357.0,RGBA,a_90.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_34.png,Tulu-Dtatset-V2,a,train,f70de1b4eb30e16242ef2ef5124a4ed4da14fbc4de079bad7441635c97983774,365.0,350.0,RGBA,a_34.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_76.png,Tulu-Dtatset-V2,a,train,88395ae83819e773498ae50713abcb589185cc3e5be1dc5c1f8fe5ae4c69d0ca,359.0,343.0,RGBA,a_76.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_86.png,Tulu-Dtatset-V2,a,train,67668ac08d8eeb9c3fa23f6e511928c7351f96cf7eae37952c85ca978037e577,369.0,357.0,RGBA,a_86.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_81.png,Tulu-Dtatset-V2,a,train,90a3f2dc669f7382613b80b06fad883ab550b071cdee9e442eafc3bd70c0c753,359.0,343.0,RGBA,a_81.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_60.png,Tulu-Dtatset-V2,aa,train,74373acf7f47b97fb2bda9e3378958648705b75e849ea753634fb2b719846e37,350.0,347.0,RGBA,aa_60.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_32.png,Tulu-Dtatset-V2,aa,train,77713d9158091531c6e6b8f8e7f8e00806bff0dff03d0711b49b1da5c57ffb16,363.0,347.0,RGBA,aa_32.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_13.png,Tulu-Dtatset-V2,aa,train,c9207e5c812be4365b2671ea4b2785cd5644d43cfa0106c0b9e784f098e3b116,350.0,347.0,RGBA,aa_13.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_20.png,Tulu-Dtatset-V2,aa,train,583b22dc236a12cba17e0a319417350d069839d174cdfba498f2d00fdc45c4e3,365.0,348.0,RGBA,aa_20.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_64.png,Tulu-Dtatset-V2,aa,train,47053a5563b26413cee5187663f910ea71a54d01afd0aa72d142cedf08979d60,359.0,353.0,RGBA,aa_64.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_30.png,Tulu-Dtatset-V2,aa,train,6eb397f02e183b18f610d0bd0e219f6c08bbe06663b5f8c4dfa06762eddc5f5a,365.0,348.0,RGBA,aa_30.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_29.png,Tulu-Dtatset-V2,aa,train,9c17c8f491d67e192032501772b1683fd8f4f5e740e303f3850bd020e8002122,365.0,348.0,RGBA,aa_29.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_43.png,Tulu-Dtatset-V2,aa,train,aa571fd170795a778ac4980e7294ef2246d242db5cfae2748cdd7db672567cc1,363.0,347.0,RGBA,aa_43.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_31.png,Tulu-Dtatset-V2,aa,train,5a5e26722b8518996ea17fd035f2a4da16e51adc90c04fdf4556fa3e1b92f4c3,363.0,347.0,RGBA,aa_31.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_56.png,Tulu-Dtatset-V2,aa,train,75bf52301cf607d2d63e90ea82a937f5bf9def2111d2bae5bd3cb60b0d5de6f7,350.0,347.0,RGBA,aa_56.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_86.png,Tulu-Dtatset-V2,aa,train,7663def4d231804ee4a6adb7f6f9e9f8bee7127094f2f0d1d500002b8d1e61a2,355.0,344.0,RGBA,aa_86.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_7.png,Tulu-Dtatset-V2,aa,train,c0136e25bf0288186914f2efa6fbbac684de604912649ac3ac957f7ab4061cde,358.0,340.0,RGBA,aa_7.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_80.png,Tulu-Dtatset-V2,aa,train,20d5482d359a8d2315d239df901586b3f4b4d7f9f65b53bd20f88c0beabbe0fb,346.0,350.0,RGBA,aa_80.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_49.png,Tulu-Dtatset-V2,aa,train,7172d86bdda46d2fdd484d12661f5a121f68083779388f77973d366a68b6127f,363.0,347.0,RGBA,aa_49.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_47.png,Tulu-Dtatset-V2,aa,train,45ab15f853c45caca445167a20da873aa36d75c6ec940b58e7ba6555352cabc8,363.0,347.0,RGBA,aa_47.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_12.png,Tulu-Dtatset-V2,aa,train,ce1bcb89585141c60fe9572919ee0ac78779003ba6238915c66c86e57c66351c,356.0,351.0,RGBA,aa_12.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_71.png,Tulu-Dtatset-V2,aa,train,f453d2b23c8eb67cb9ef6280c9fd800c64292c27169b8f8212f2b067cc11ba0d,346.0,350.0,RGBA,aa_71.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_79.png,Tulu-Dtatset-V2,aa,train,e5790e570288807d7d10d68b4f6ac41e76f59b9ea7327beac89883a5229aefd3,346.0,350.0,RGBA,aa_79.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_36.png,Tulu-Dtatset-V2,aa,train,54e71997d5ecfdb4b54b02272aee9a8b18525ff000183bf4fa03220584e575f0,363.0,347.0,RGBA,aa_36.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_100.png,Tulu-Dtatset-V2,aa,train,f5dc4a3dc5d63e7a8b13d91b284c6cfad98818f9bb9e9236e2e53855068905b6,355.0,344.0,RGBA,aa_100.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_51.png,Tulu-Dtatset-V2,aa,train,9fa799992b4d391cedae3809aa2facc4b83aab8ea859296a4e6d1e2e9cddecaf,350.0,347.0,RGBA,aa_51.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_94.png,Tulu-Dtatset-V2,aa,train,31f51c4cb852fd6669a3c2264899a9ad693122da77b061d72e6b6ca4f5418f67,355.0,344.0,RGBA,aa_94.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_10.png,Tulu-Dtatset-V2,aa,train,1ac74826196fcdf7566ecc0af11eeb641ffcf8e73251668699d2a8ae55da1ef9,361.0,349.0,RGBA,aa_10.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_57.png,Tulu-Dtatset-V2,aa,train,ed7c886f2adeca64e15724085b4453b83d29b924594aafa2b2aa5c95794afdc4,350.0,347.0,RGBA,aa_57.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_85.png,Tulu-Dtatset-V2,aa,train,97974b3b6ca6798a3d94ed42355964b3ea31b21ab9a223a1d9ea576762564049,355.0,344.0,RGBA,aa_85.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_96.png,Tulu-Dtatset-V2,aa,train,7cd9d1ece36d4eec5a991b3c1c76feaa6cf9e3f64d876877a50b533b3bf41071,355.0,344.0,RGBA,aa_96.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_11.png,Tulu-Dtatset-V2,aa,train,bbd171d2dc2a5ddbaacdcaa5ebdb738422b59b3a06942700785af83b3aebea76,364.0,346.0,RGBA,aa_11.png,.png
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_87.png,Tulu-Dtatset-V2,aa,train,4ca31d2683bdfab4596b278e6484a4127a7f173d431d54f9b0cacff46b54ce91,355.0,344.0,RGBA,aa_87.png,.png
