path,filename,extension,file_size,is_valid,width,height,mode,sha256,error,class_name,source_dataset
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_22.png,a_22.png,.png,44861,True,365,350,RGBA,f5b10a81a1269feb34675b26424bf6e6865d5fb51b3777241123b3380cd245aa,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_23.png,a_23.png,.png,46384,True,365,350,RGBA,ea207ce91169e4d94afdda0451c64fa54dff02512df4021f4480ffb14a15f616,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_24.png,a_24.png,.png,46240,True,365,350,RGBA,c7ae58c8858efb026998050e38b6287a4e39912c327001b81d738834014c8ae2,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_25.png,a_25.png,.png,44291,True,365,350,RGBA,88699fec30afe50d7124cd106c40305e3f4d2ec9ed032e4259867e46f8258e46,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_27.png,a_27.png,.png,41290,True,365,350,RGBA,f2df62f8c5ec19483d982042eec39f1639a0ec3eb3cb441feb09edd1f5e7db5f,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_28.png,a_28.png,.png,48481,True,365,350,RGBA,0029f495553a43950f65b62e21789cf4a9ddafac2852fe0730742a8b3e92146f,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_3.png,a_3.png,.png,41036,True,361,346,RGBA,32b8a5fa3cfc608b018b9cdce02626dbcfe6594d165e6dd769eb7cafcf873c8b,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_30.png,a_30.png,.png,39912,True,365,350,RGBA,692e6d05f11c6e9c9c612ea3de60e3160c336ecbc5d01867264980fc3a345435,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_31.png,a_31.png,.png,48179,True,365,350,RGBA,41cd2f8e43f6d2c061457f883f65c0e1c75107b28948201ee778d9dc84b02113,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_32.png,a_32.png,.png,44842,True,365,350,RGBA,b3cd3466d679d7c871d69aea4e76c03156aa9099bcdb0e00122ab950b59599fe,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_33.png,a_33.png,.png,54037,True,365,350,RGBA,123b649e224fbd51c88cad437f745e4e96bd32a5a7d6eba387c28ce3ba25001f,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_34.png,a_34.png,.png,49534,True,365,350,RGBA,f70de1b4eb30e16242ef2ef5124a4ed4da14fbc4de079bad7441635c97983774,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_35.png,a_35.png,.png,44828,True,365,350,RGBA,a999a7a04561c23c76152635bd84edadfcd2e9e8a79366813ebc3285eafd60a3,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_36.png,a_36.png,.png,45069,True,365,350,RGBA,3991e0c9987322c38cae3f93ecf48033571b4a767798f086b23b4721a1fe3c7b,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_37.png,a_37.png,.png,45265,True,365,350,RGBA,689958d9d17f850850c94bad9697ff772ac3cd00aee05af7e2f8eb849c9ae36c,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_38.png,a_38.png,.png,46395,True,365,350,RGBA,ff7e01a4fdcb335af9db5cbca099feb3ee4e3046088cacd47ebeb43cc3d145fb,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_39.png,a_39.png,.png,49557,True,365,350,RGBA,9bd39608be103a189bf8d3c9a9aaa6d88fcb7be7005e71bb6b6c86b7d9771624,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_4.png,a_4.png,.png,36273,True,337,351,RGBA,6409c6d3a4f661112cc4ae257f948af2596848fcc604a0d2d11870dceff37dbb,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_40.png,a_40.png,.png,43204,True,365,350,RGBA,ad21ffd39fad0e2ca3af8e8e70d1f069291474dadcbfb3b562972378235deae7,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_41.png,a_41.png,.png,43038,True,365,350,RGBA,86db85fd6a12464bfb61601a1e136727fc04544cd54801dee6cedf6084ce7e7e,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_42.png,a_42.png,.png,36890,True,365,350,RGBA,8fea2f18b4af3c21868b486bfd85140c92eaf4cabd26838d46f77921ff62a6e6,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_43.png,a_43.png,.png,44288,True,365,350,RGBA,7da2c76001ee261169caed1e1d9db92e2e2485e5969dfda1f593154ff266a8a0,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_44.png,a_44.png,.png,42016,True,351,355,RGBA,2f8e02d5670b2b5f1f7ee60f8d5f9ea57a1178489a7c7fec664108e0b25a4c70,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_45.png,a_45.png,.png,55009,True,351,355,RGBA,2c0b21b96dc5918c6ec27926daebf2730e41a78a82a92fc3e2c0d067bf525847,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_46.png,a_46.png,.png,43188,True,351,355,RGBA,c6a0079d4531d6fdaded4e3d2efa31acfbdbc339e84d884bfa32f12e90a537b2,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_47.png,a_47.png,.png,44697,True,351,355,RGBA,25f687f5912679f041a3cd47a1e81efb486b6949155869b5094b888b59cf02e9,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_48.png,a_48.png,.png,51983,True,351,355,RGBA,6d2dd60d9b7e7f796ac65af4f14eea9ee59095932ef58c1f66fd1518d2a1b751,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_49.png,a_49.png,.png,47120,True,351,355,RGBA,59fe385d963ab244045dcafd6ec8df52a52c990d0b274634176681a250795e1a,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_5.png,a_5.png,.png,31515,True,356,346,RGBA,4a3b1e6d0294fbd8b8c5f62e0aaf737fe5228b0ed506694ba443ea6309b215a2,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_50.png,a_50.png,.png,49155,True,351,355,RGBA,4e39c096629a5e38cd334e7af9a944693cda374a4a374d34ebb8d8298392d153,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_51.png,a_51.png,.png,40779,True,361,346,RGBA,fa8375dc2d018ad1043e08492b97bc367489493fe6dc3cbcb524057e9074bfcb,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_52.png,a_52.png,.png,44099,True,361,346,RGBA,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_53.png,a_53.png,.png,36870,True,361,346,RGBA,4d816d4f417b77c27ddef1599c3783ec6979bd93822c534f26d5283562e39f99,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_54.png,a_54.png,.png,42768,True,361,346,RGBA,5fd1511af1585cbdac11d1e57712222f8d0eddb3e7f8106c6d3f84ff97cb095a,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_55.png,a_55.png,.png,37440,True,361,346,RGBA,cd4e65d03bd7e43135ee328bc3308e766321d5d74b49dfd2cdabf9b0b5f2c68f,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_56.png,a_56.png,.png,38501,True,361,346,RGBA,662e3d698802b7018a70e5945e22454ef5e8e7e74d862ee8192e1f144d31eeb7,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_57.png,a_57.png,.png,44781,True,361,346,RGBA,39c0d142c2478a57b364248164314d6dd361be9f8ca3d9a231049707d0adc62b,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_58.png,a_58.png,.png,37484,True,361,346,RGBA,a61f1b8a9a4b1269cd4e8fe98027f65a04ba6e3e7058db2a38330e5233a07ece,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_59.png,a_59.png,.png,38568,True,361,346,RGBA,574b738c8ab03a866367336db2c1abf3ee2eee7fa303fc6b56dde816d733d3a1,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_6.png,a_6.png,.png,33354,True,359,343,RGBA,e686be03510730d9306950b94fdcc33a3fc43a0e211cd11916b3e2eadbef9a23,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_60.png,a_60.png,.png,37875,True,361,346,RGBA,9224f9242946ff4bd3af89f5b1d15c700331c6e63706ec78a5655ac5cc507f3e,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_61.png,a_61.png,.png,45437,True,361,346,RGBA,a10fd8cee7a5c5e2c07a804189c978854e3338b7ccb72bfafc401f884715f1fa,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_62.png,a_62.png,.png,44317,True,361,346,RGBA,4566ce2c549116b7b3bdfa7e478be422f1dbe751c2b0a82f06f133d1d236060f,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_63.png,a_63.png,.png,47247,True,361,346,RGBA,802d04e709b31efb34a23cf4037471d692594d0cd36afdf010ea2dcda77dff9b,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_64.png,a_64.png,.png,38120,True,361,346,RGBA,d6a75ab81e1c12f6b7291f266097eba54bd60e8cc8e7081e07cd3ab57d0dddbf,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_65.png,a_65.png,.png,45785,True,361,346,RGBA,d74c6f1079087c342fa679f17ebadc1453cd88e13dbe2d8dba2d7204825c113c,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_66.png,a_66.png,.png,36794,True,361,346,RGBA,60453c5d209b3298421bf69ac568e5fad09ba37286f2dd86a8c22f1a406dc13b,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_67.png,a_67.png,.png,44871,True,361,346,RGBA,f39f43857afb44697849c719e0fc7748663dda602499c0b4fb694bcff5f89df8,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_68.png,a_68.png,.png,41467,True,361,346,RGBA,5befe3e07e95b403fc7c9bbd912c4774d0974d6e0f2010338b3953016507b87e,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_69.png,a_69.png,.png,41348,True,361,346,RGBA,7b580bcc280e9c756ca2a04bb18ae83c1e11ee86ab520addf70e782b995157e9,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_7.png,a_7.png,.png,36093,True,353,341,RGBA,acc3f910360431fa5e53c4051de4e0dee84076d1ba1475d5f0632206531a0d30,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_70.png,a_70.png,.png,46333,True,361,346,RGBA,7d9bf840b40325f8013b46060cff0e7c09f30295a105733bc06cdee7166902f5,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_71.png,a_71.png,.png,35580,True,359,343,RGBA,a71b786ecae96df12e482117d59093a4356b798c7fea1f6c586b85d8250718ce,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_72.png,a_72.png,.png,43298,True,359,343,RGBA,01d25aea93e05c171c75ad70463bcaf6ea0b4c0a40523aa581b08e0a29d34288,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_73.png,a_73.png,.png,38503,True,359,343,RGBA,041c48d13ab809f76fb03a688047fdb83298898216b2e5fa85f055795fa2760a,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_74.png,a_74.png,.png,33054,True,359,343,RGBA,bbf1926843a67aad7cb2e4c5123e3a61ca897a26a2e7c19146ad4e7e07cf3823,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_75.png,a_75.png,.png,34076,True,359,343,RGBA,c4738193a04a927e3ebea171d53d5f429bfa03ae085802c5a529201ddaaf91e5,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_76.png,a_76.png,.png,37795,True,359,343,RGBA,88395ae83819e773498ae50713abcb589185cc3e5be1dc5c1f8fe5ae4c69d0ca,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_77.png,a_77.png,.png,35548,True,359,343,RGBA,1e2783167ef0c87a631e08e63a4fd334f63b8156dc257e5f77b98d4128879de2,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_78.png,a_78.png,.png,36786,True,359,343,RGBA,7c7979429f5138ea205266dcefa42f5f5291998b99ccd0f25133e33af85ef595,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_79.png,a_79.png,.png,48214,True,359,343,RGBA,2f378b289fe5f13eb32f79aa74f77e18fc6b0789f37592f1a0ffa2a7b361a9a7,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_8.png,a_8.png,.png,35736,True,348,351,RGBA,ff509376cb47d1c91eec0353914f7fbd48ef30b80cd4464eb8a6b25e6c9c19bf,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_80.png,a_80.png,.png,38339,True,359,343,RGBA,dd6d575214de42397231eae6c817bf1feb37d737467aad15ec9c002e07512e63,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_81.png,a_81.png,.png,39905,True,359,343,RGBA,90a3f2dc669f7382613b80b06fad883ab550b071cdee9e442eafc3bd70c0c753,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_82.png,a_82.png,.png,42581,True,359,343,RGBA,52d9966b09c86b61826613c349a23ff9fa7b1e0086b9d32d4ddc389f660b742b,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_83.png,a_83.png,.png,36863,True,359,343,RGBA,6f27ed82e40a1deb7ddcc2618c50d6cf18fdf1faa2cf274dcb0c187c63e7ac87,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_84.png,a_84.png,.png,32828,True,359,343,RGBA,31a834d9827c0a270d6fe5dff0f8d2bdf1a8bd1d4d626539b015823b2f006eee,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_85.png,a_85.png,.png,37737,True,359,343,RGBA,4e168892051bd8931dd91747eff87eac763b139cef59c1d9a7109807a59f3025,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_86.png,a_86.png,.png,54938,True,369,357,RGBA,67668ac08d8eeb9c3fa23f6e511928c7351f96cf7eae37952c85ca978037e577,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_87.png,a_87.png,.png,44809,True,369,357,RGBA,2d74e9db640fa9d083c55c43dd00636983603eb7947a00e1cbaa1b336ee45da5,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_88.png,a_88.png,.png,43410,True,369,357,RGBA,adc4043e8909f236b595b895f59ded8c95eb0faac573c89feb5516b7c6ee0d6c,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_89.png,a_89.png,.png,56262,True,369,357,RGBA,bc41d5751aa119320a92158fd558ad71e1f18b06d3a0d233b1143ee415b2bfb9,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_9.png,a_9.png,.png,40316,True,359,343,RGBA,7517fe4358c09fb84bfff834820704580db5cc2e218848b1959ff7db61b8618e,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_90.png,a_90.png,.png,55983,True,369,357,RGBA,2ec7cba641ef7dc53210cf360f4dddda1761230ac0b9c4d25096ae4e9bdcd607,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_91.png,a_91.png,.png,58137,True,369,357,RGBA,78ea0322b5e174640f90dde92967f656bca346f7b322920c6070c37122ef7a81,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_92.png,a_92.png,.png,49557,True,369,357,RGBA,157cbba5b1bf8dbc11a0cc67eb28b78adc6d4caf8cc847e87027463b824e18db,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_93.png,a_93.png,.png,58130,True,369,357,RGBA,a6199e271f0ffb4c448d8866f2a886488f54e43963542b8ed5a8338fdf8757bd,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_94.png,a_94.png,.png,58674,True,369,357,RGBA,3eece5fdbb5c595884ac5e6cd6ef8b3e0beba4002400d7b7ab5417730d723b14,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_95.png,a_95.png,.png,57573,True,369,357,RGBA,b7faa7947db6ce593b50ce95fb49ec2a4bb3fbca0b620d40d144f3ba6f7fed46,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_96.png,a_96.png,.png,41266,True,369,357,RGBA,4bb65b5877dc827fe36531d58c3a88b7fcfc76d2b9ef3d714e25458f80f02bee,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_97.png,a_97.png,.png,58338,True,369,357,RGBA,7ff6999f4020b66bb9da034968b011829024558721d89a267005c8cb8f70c1bc,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_98.png,a_98.png,.png,56527,True,369,357,RGBA,20db722af4a127333b5ff5fff6ee5b4d5c964ed4c61969aa7119d741579510a6,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_99.png,a_99.png,.png,50224,True,369,357,RGBA,53a59a7e4a5af5de2e7ab9bfe8f1bc96af2454b83f835bdefa3b291d8bc39c3b,,a,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_1.png,aa_1.png,.png,58866,True,365,348,RGBA,bc711649cf8dca81d152abc9b687bc18dcd8f360e2d556fcae4aacca0a501b3e,,aa,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_10.png,aa_10.png,.png,58397,True,361,349,RGBA,1ac74826196fcdf7566ecc0af11eeb641ffcf8e73251668699d2a8ae55da1ef9,,aa,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_100.png,aa_100.png,.png,39137,True,355,344,RGBA,f5dc4a3dc5d63e7a8b13d91b284c6cfad98818f9bb9e9236e2e53855068905b6,,aa,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_11.png,aa_11.png,.png,58488,True,364,346,RGBA,bbd171d2dc2a5ddbaacdcaa5ebdb738422b59b3a06942700785af83b3aebea76,,aa,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_12.png,aa_12.png,.png,50382,True,356,351,RGBA,ce1bcb89585141c60fe9572919ee0ac78779003ba6238915c66c86e57c66351c,,aa,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_13.png,aa_13.png,.png,44927,True,350,347,RGBA,c9207e5c812be4365b2671ea4b2785cd5644d43cfa0106c0b9e784f098e3b116,,aa,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_14.png,aa_14.png,.png,63968,True,358,352,RGBA,765e1459985e362b6a7ab34d5e5254347abb45da3d62181c6cbe6d169ce3abfc,,aa,Tulu-Dtatset-V2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_15.png,aa_15.png,.png,42568,True,355,344,RGBA,f449c513feedc191977a1ca66802ff596792fda6908a539cf0e0a3f2316a0a2d,,aa,Tulu-Dtatset-V2
