path,filename,class_name,source_dataset,extension,sha256,phash,dhash
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_39.png,a_39.png,a,Tulu-Dtatset-V2,.png,9bd39608be103a189bf8d3c9a9aaa6d88fcb7be7005e71bb6b6c86b7d9771624,e9869539c66d90cb,c2c084c399999b82
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_4.png,a_4.png,a,Tulu-Dtatset-V2,.png,6409c6d3a4f661112cc4ae257f948af2596848fcc604a0d2d11870dceff37dbb,acc3d33c61c31cd9,0004a08e16360024
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_40.png,a_40.png,a,Tulu-Dtatset-V2,.png,ad21ffd39fad0e2ca3af8e8e70d1f069291474dadcbfb3b562972378235deae7,e946965919d66565,c088c79b93922066
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_41.png,a_41.png,a,Tulu-Dtatset-V2,.png,86db85fd6a12464bfb61601a1e136727fc04544cd54801dee6cedf6084ce7e7e,e8c6c71d1ae16596,06000693331300a4
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_42.png,a_42.png,a,Tulu-Dtatset-V2,.png,8fea2f18b4af3c21868b486bfd85140c92eaf4cabd26838d46f77921ff62a6e6,bc71c3ce0cc97236,000c8c26242480c4
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_43.png,a_43.png,a,Tulu-Dtatset-V2,.png,7da2c76001ee261169caed1e1d9db92e2e2485e5969dfda1f593154ff266a8a0,bc73c30c0cf3362e,08000ea226360054
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_44.png,a_44.png,a,Tulu-Dtatset-V2,.png,2f8e02d5670b2b5f1f7ee60f8d5f9ea57a1178489a7c7fec664108e0b25a4c70,e3a4d4bb52a6499c,8200020f199b2810
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_45.png,a_45.png,a,Tulu-Dtatset-V2,.png,2c0b21b96dc5918c6ec27926daebf2730e41a78a82a92fc3e2c0d067bf525847,bd941d193e811f96,3e0ac08f2933023f
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_46.png,a_46.png,a,Tulu-Dtatset-V2,.png,c6a0079d4531d6fdaded4e3d2efa31acfbdbc339e84d884bfa32f12e90a537b2,bcc3c63de2249e61,000440168a321616
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_47.png,a_47.png,a,Tulu-Dtatset-V2,.png,25f687f5912679f041a3cd47a1e81efb486b6949155869b5094b888b59cf02e9,e38c45bb4386699d,f200a20d198b0000
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_48.png,a_48.png,a,Tulu-Dtatset-V2,.png,6d2dd60d9b7e7f796ac65af4f14eea9ee59095932ef58c1f66fd1518d2a1b751,8b070f1a071d9e3f,fec420460bb93b0b
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_49.png,a_49.png,a,Tulu-Dtatset-V2,.png,59fe385d963ab244045dcafd6ec8df52a52c990d0b274634176681a250795e1a,bdd2cc39601cdb31,1c0000548e2a3616
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_5.png,a_5.png,a,Tulu-Dtatset-V2,.png,4a3b1e6d0294fbd8b8c5f62e0aaf737fe5228b0ed506694ba443ea6309b215a2,b6c9c93e31c12e39,800820582d2d0830
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_50.png,a_50.png,a,Tulu-Dtatset-V2,.png,4e39c096629a5e38cd334e7af9a944693cda374a4a374d34ebb8d8298392d153,acd3c20df33489c7,0000a81e52622684
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_51.png,a_51.png,a,Tulu-Dtatset-V2,.png,fa8375dc2d018ad1043e08492b97bc367489493fe6dc3cbcb524057e9074bfcb,b4c3c93ee3388ec1,0808401c0c243c80
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_52.png,a_52.png,a,Tulu-Dtatset-V2,.png,fa37b40f8bb52d6121bd270775594fa2f54e0d7b5f0f4a20b7ef8abc1fb69dab,b4c3cc3ee138ce19,000840180c2c3c10
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_53.png,a_53.png,a,Tulu-Dtatset-V2,.png,4d816d4f417b77c27ddef1599c3783ec6979bd93822c534f26d5283562e39f99,b4ce3966b39c2364,040004200c0e1696
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_54.png,a_54.png,a,Tulu-Dtatset-V2,.png,5fd1511af1585cbdac11d1e57712222f8d0eddb3e7f8106c6d3f84ff97cb095a,b4c3c93ce338cc33,0c0820080c241cc0
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_55.png,a_55.png,a,Tulu-Dtatset-V2,.png,cd4e65d03bd7e43135ee328bc3308e766321d5d74b49dfd2cdabf9b0b5f2c68f,b4c6993c66338c9b,0004200d06169ec0
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_56.png,a_56.png,a,Tulu-Dtatset-V2,.png,662e3d698802b7018a70e5945e22454ef5e8e7e74d862ee8192e1f144d31eeb7,bec1cc36f138c6c8,000840980c2c3c94
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_57.png,a_57.png,a,Tulu-Dtatset-V2,.png,39c0d142c2478a57b364248164314d6dd361be9f8ca3d9a231049707d0adc62b,b6c1cc26f13ecd18,0008401c8d652d30
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_58.png,a_58.png,a,Tulu-Dtatset-V2,.png,a61f1b8a9a4b1269cd4e8fe98027f65a04ba6e3e7058db2a38330e5233a07ece,bcc3cb3c62f10cc6,0808c01da53510c6
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_59.png,a_59.png,a,Tulu-Dtatset-V2,.png,574b738c8ab03a866367336db2c1abf3ee2eee7fa303fc6b56dde816d733d3a1,b1c69a3966b29d86,8404200c06129ec2
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_6.png,a_6.png,a,Tulu-Dtatset-V2,.png,e686be03510730d9306950b94fdcc33a3fc43a0e211cd11916b3e2eadbef9a23,b4c79b34c79864c3,0000044006061400
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_60.png,a_60.png,a,Tulu-Dtatset-V2,.png,9224f9242946ff4bd3af89f5b1d15c700331c6e63706ec78a5655ac5cc507f3e,f18c9961c639cd36,98a0000c4e120e0c
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_61.png,a_61.png,a,Tulu-Dtatset-V2,.png,a10fd8cee7a5c5e2c07a804189c978854e3338b7ccb72bfafc401f884715f1fa,f1c69619cd368dd0,0400454e1b1b8c13
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_62.png,a_62.png,a,Tulu-Dtatset-V2,.png,4566ce2c549116b7b3bdfa7e478be422f1dbe751c2b0a82f06f133d1d236060f,bec1c90ef039c6cc,0000901e2d253086
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_63.png,a_63.png,a,Tulu-Dtatset-V2,.png,802d04e709b31efb34a23cf4037471d692594d0cd36afdf010ea2dcda77dff9b,b0c7c92ce331ced1,0800081c94241a18
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_64.png,a_64.png,a,Tulu-Dtatset-V2,.png,d6a75ab81e1c12f6b7291f266097eba54bd60e8cc8e7081e07cd3ab57d0dddbf,b4c6cb386e7330cc,08000c0c36161866
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_65.png,a_65.png,a,Tulu-Dtatset-V2,.png,d74c6f1079087c342fa679f17ebadc1453cd88e13dbe2d8dba2d7204825c113c,bec1cc3e61380ec7,000040182c2c308c
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_66.png,a_66.png,a,Tulu-Dtatset-V2,.png,60453c5d209b3298421bf69ac568e5fad09ba37286f2dd86a8c22f1a406dc13b,e1c63966b299666c,040004200e06129a
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_67.png,a_67.png,a,Tulu-Dtatset-V2,.png,f39f43857afb44697849c719e0fc7748663dda602499c0b4fb694bcff5f89df8,b0c3cd3ee119c671,b08800189c2c1806
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_68.png,a_68.png,a,Tulu-Dtatset-V2,.png,5befe3e07e95b403fc7c9bbd912c4774d0974d6e0f2010338b3953016507b87e,bcc1cd26f13cc638,0008809a1d653510
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_69.png,a_69.png,a,Tulu-Dtatset-V2,.png,7b580bcc280e9c756ca2a04bb18ae83c1e11ee86ab520addf70e782b995157e9,b1c6196433cd7327,d00004008d96361e
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_7.png,a_7.png,a,Tulu-Dtatset-V2,.png,acc3f910360431fa5e53c4051de4e0dee84076d1ba1475d5f0632206531a0d30,bbc8cc3770cc0f70,011142181a6a2048
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_70.png,a_70.png,a,Tulu-Dtatset-V2,.png,7d9bf840b40325f8013b46060cff0e7c09f30295a105733bc06cdee7166902f5,bec18e2639c6d931,801000981a2c2c30
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_71.png,a_71.png,a,Tulu-Dtatset-V2,.png,a71b786ecae96df12e482117d59093a4356b798c7fea1f6c586b85d8250718ce,b63cc1cb0f2df032,10081c456d1068cc
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_72.png,a_72.png,a,Tulu-Dtatset-V2,.png,01d25aea93e05c171c75ad70463bcaf6ea0b4c0a40523aa581b08e0a29d34288,adf3d20c63702cc7,0400861a62363044
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_73.png,a_73.png,a,Tulu-Dtatset-V2,.png,041c48d13ab809f76fb03a688047fdb83298898216b2e5fa85f055795fa2760a,b96186c71938e667,c0c60e321600d266
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_74.png,a_74.png,a,Tulu-Dtatset-V2,.png,bbf1926843a67aad7cb2e4c5123e3a61ca897a26a2e7c19146ad4e7e07cf3823,bcc3c33c61f10ec3,8090889d36251044
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_75.png,a_75.png,a,Tulu-Dtatset-V2,.png,c4738193a04a927e3ebea171d53d5f429bfa03ae085802c5a529201ddaaf91e5,bcc3c33c63d21cc3,0090009636361000
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_76.png,a_76.png,a,Tulu-Dtatset-V2,.png,88395ae83819e773498ae50713abcb589185cc3e5be1dc5c1f8fe5ae4c69d0ca,b866c79838e3333c,0480868a36140011
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_77.png,a_77.png,a,Tulu-Dtatset-V2,.png,1e2783167ef0c87a631e08e63a4fd334f63b8156dc257e5f77b98d4128879de2,bcc1c31c21713ecf,88808c9d34251040
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_78.png,a_78.png,a,Tulu-Dtatset-V2,.png,7c7979429f5138ea205266dcefa42f5f5291998b99ccd0f25133e33af85ef595,bc33c3cc3c33e03c,44c09e2e360460e6
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_79.png,a_79.png,a,Tulu-Dtatset-V2,.png,2f378b289fe5f13eb32f79aa74f77e18fc6b0789f37592f1a0ffa2a7b361a9a7,ad3bd2c40c9fe360,00162b6b360620d0
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_8.png,a_8.png,a,Tulu-Dtatset-V2,.png,ff509376cb47d1c91eec0353914f7fbd48ef30b80cd4464eb8a6b25e6c9c19bf,b5c28a35e28e3ce3,600000441e16740a
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_80.png,a_80.png,a,Tulu-Dtatset-V2,.png,dd6d575214de42397231eae6c817bf1feb37d737467aad15ec9c002e07512e63,aed1c00e0df1768f,a0002c56762d00a4
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_81.png,a_81.png,a,Tulu-Dtatset-V2,.png,90a3f2dc669f7382613b80b06fad883ab550b071cdee9e442eafc3bd70c0c753,bc83c33c33e3189e,c0c0d08e2a361620
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_82.png,a_82.png,a,Tulu-Dtatset-V2,.png,52d9966b09c86b61826613c349a23ff9fa7b1e0086b9d32d4ddc389f660b742b,bb6ac5951c16e269,20520b2913082228
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_83.png,a_83.png,a,Tulu-Dtatset-V2,.png,6f27ed82e40a1deb7ddcc2618c50d6cf18fdf1faa2cf274dcb0c187c63e7ac87,bee1c10e64f03ec3,08000c15652d3044
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_84.png,a_84.png,a,Tulu-Dtatset-V2,.png,31a834d9827c0a270d6fe5dff0f8d2bdf1a8bd1d4d626539b015823b2f006eee,a6f9d9063cfb03c0,0024082da54d2044
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_85.png,a_85.png,a,Tulu-Dtatset-V2,.png,4e168892051bd8931dd91747eff87eac763b139cef59c1d9a7109807a59f3025,a6f8d90724fd03e1,08804825e56c00c1
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_86.png,a_86.png,a,Tulu-Dtatset-V2,.png,67668ac08d8eeb9c3fa23f6e511928c7351f96cf7eae37952c85ca978037e577,d5d66ad52e9528d0,440c14646c900001
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_87.png,a_87.png,a,Tulu-Dtatset-V2,.png,2d74e9db640fa9d083c55c43dd00636983603eb7947a00e1cbaa1b336ee45da5,ea6485193ae6e539,80a0832d3b5b8081
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_88.png,a_88.png,a,Tulu-Dtatset-V2,.png,adc4043e8909f236b595b895f59ded8c95eb0faac573c89feb5516b7c6ee0d6c,d572c3cc3c51e326,948c8c343484a084
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_89.png,a_89.png,a,Tulu-Dtatset-V2,.png,bc41d5751aa119320a92158fd558ad71e1f18b06d3a0d233b1143ee415b2bfb9,d5ab8aea0ee908f2,422a16762e8400f4
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_9.png,a_9.png,a,Tulu-Dtatset-V2,.png,7517fe4358c09fb84bfff834820704580db5cc2e218848b1959ff7db61b8618e,bc71c30e2ff1700e,84000c5666240024
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_90.png,a_90.png,a,Tulu-Dtatset-V2,.png,2ec7cba641ef7dc53210cf360f4dddda1761230ac0b9c4d25096ae4e9bdcd607,d554ca874eb158b6,244c145666c20000
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_91.png,a_91.png,a,Tulu-Dtatset-V2,.png,78ea0322b5e174640f90dde92967f656bca346f7b322920c6070c37122ef7a81,d5eb4aca2aea62c2,00808e3e368400fc
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_92.png,a_92.png,a,Tulu-Dtatset-V2,.png,157cbba5b1bf8dbc11a0cc67eb28b78adc6d4caf8cc847e87027463b824e18db,e92fc6875cb85283,a4862b3b13808080
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_93.png,a_93.png,a,Tulu-Dtatset-V2,.png,a6199e271f0ffb4c448d8866f2a886488f54e43963542b8ed5a8338fdf8757bd,d5e90aca1edb32c2,80800e36340480fc
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_94.png,a_94.png,a,Tulu-Dtatset-V2,.png,3eece5fdbb5c595884ac5e6cd6ef8b3e0beba4002400d7b7ab5417730d723b14,d5122a952eb12b6f,7cc00c14642c0001
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_95.png,a_95.png,a,Tulu-Dtatset-V2,.png,b7faa7947db6ce593b50ce95fb49ec2a4bb3fbca0b620d40d144f3ba6f7fed46,d5954a8f2fa12a2e,fe008e1676960000
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_96.png,a_96.png,a,Tulu-Dtatset-V2,.png,4bb65b5877dc827fe36531d58c3a88b7fcfc76d2b9ef3d714e25458f80f02bee,f976567872467850,0f1f00cebb938088
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_97.png,a_97.png,a,Tulu-Dtatset-V2,.png,7ff6999f4020b66bb9da034968b011829024558721d89a267005c8cb8f70c1bc,d5955a8a3da3226e,7e00861a36d00000
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_98.png,a_98.png,a,Tulu-Dtatset-V2,.png,20db722af4a127333b5ff5fff6ee5b4d5c964ed4c61969aa7119d741579510a6,d55542974ebd48b4,000c967676822080
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/a/a_99.png,a_99.png,a,Tulu-Dtatset-V2,.png,53a59a7e4a5af5de2e7ab9bfe8f1bc96af2454b83f835bdefa3b291d8bc39c3b,f5552a386a62787a,1e7e00ceba328092
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_1.png,aa_1.png,aa,Tulu-Dtatset-V2,.png,bc711649cf8dca81d152abc9b687bc18dcd8f360e2d556fcae4aacca0a501b3e,bcc3c32c93632c9e,84809c8e3636162d
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_10.png,aa_10.png,aa,Tulu-Dtatset-V2,.png,1ac74826196fcdf7566ecc0af11eeb641ffcf8e73251668699d2a8ae55da1ef9,a9b4d6191e66f01d,0140162b33934620
/home/manvith/Desktop/Projects/Tulu Dataset/Tulu-Dtatset-V2/aa/aa_100.png,aa_100.png,aa,Tulu-Dtatset-V2,.png,f5dc4a3dc5d63e7a8b13d91b284c6cfad98818f9bb9e9236e2e53855068905b6,a4d36d38f30c33e4,0000044006beb607
